	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
2OG-FeII_Oxy_3	0.001876746420748532	0.9727598967253238	0.9270833333333334	0.8229166666666666	0.3854166666666667	0.0	0.0	0.0	0.0	53	96.0	498.7534462932899	0.910980154725866	4.854861419441642	1.2704122504058439e-05	-0.3934332160894661	-0.260832656926407	0.9270833333333334	45.9191571969697	0.12556328125000002	0.3819784496753247	0.4931240936147186	0.08729692850275737	0.9052537389947356	0.30028297467169224	0.5547820195237726	0.9052537389947356	9.0	0.004199498798698187	0.8952726392199792	0.9791666666666666	0.9166666666666666	0.5208333333333334	0.0	0.0	0.0	0.0	69	0.008058457635343075	0.9146135118436636	0.9583333333333334	0.7708333333333334	0.5416666666666666	0.0	0.0	0.0	0.0	26	0.008662519976496695	0.8633805972007847	0.9625	0.825	0.4375	0.0125	0.0125	0.0	0.0	49.0	0.5365912318229675	0.748159377419039	0.8888888888888888	0.7777777777777778	0.6111111111111112	0.25	0.1388888888888889	0.1111111111111111	0.1111111111111111	20
7TM_GPCR_Srsx	0.000905362016055733	0.993557575641065	0.33073929961089493	0.08560311284046693	0.023346303501945526	0.0	0.0	0.0	0.0	11	257.0	390.401372013918	0.7172689340598788	3.3562691585542566	0.00044641189159456675	-0.3574875744565102	0.8145281176187295	10.124513618677042	44.28816079771236	0.6250209960510532	0.09792829616137294	0.27573156949725575	0.8395073897015064	0.2046569737811671	0.4440802453987785	0.4301161459097215	0.8557388766673972	16.0	0.00104931415989995	0.9354061683429952	0.8521400778210116	0.48638132295719844	0.14007782101167315	0.0	0.0	0.0	0.0	49	0.009841734543442726	0.9350136264630444	0.8608695652173913	0.5652173913043478	0.22608695652173913	0.0	0.0	0.0	0.0	72	0.011651907116174698	0.8771728438564784	0.9529914529914529	0.6794871794871795	0.32905982905982906	0.01282051282051282	0.004273504273504274	0.0	0.0	109.0	0.04334266856312752	0.9762743837283021	0.6976744186046512	0.1511627906976744	0.05813953488372093	0.011627906976744186	0.0	0.0	0.0	0
7tm_1	0.0005174307734705508	0.9980496582711255	0.39552238805970147	0.07462686567164178	0.014925373134328358	0.0	0.0	0.0	0.0	6	268.0	360.13060020146224	0.4362882676059289	1.5913803530620372	0.0010443833951098828	-0.45373970574225503	0.6706667710209326	39.20522388059702	45.649088943815926	0.5926028290801723	0.09676764724178095	0.3096665101242266	0.8603465549787759	0.09685599414764083	0.31100073607657386	0.9030476124405172	0.9472805294912424	16.0	0.0017578680999577045	0.9225218404542966	0.835820895522388	0.5	0.17164179104477612	0.0	0.0	0.0	0.0	49	0.04202645272016525	0.7874757406735431	0.9132231404958677	0.5785123966942148	0.2727272727272727	0.012396694214876033	0.0	0.0	0.0	79	0.0073279766365885735	0.918554590618696	0.9947089947089947	0.8465608465608465	0.3915343915343915	0.005291005291005291	0.005291005291005291	0.0	0.0	91.0	0.08834917098283768	0.9801422330753802	1.0	0.9855072463768116	0.9130434782608695	0.391304347826087	0.10144927536231885	0.0	0.0	57
7tm_2	0.00030896454700268805	0.999203561933984	0.044897959183673466	0.0	0.0	0.0	0.0	0.0	0.0	0	245.0	1095.489108843936	0.7753202815662121	3.4857680305030065	0.0002859267575541178	-0.29783080798102046	0.8561531973265949	3.204081632653061	43.42313636855235	0.6480319660495817	0.09120416126308166	0.2599278706977126	0.8171602981512456	0.4207821658466046	0.3256409125345525	0.3727117299841887	0.8488099239580039	17.0	0.0004499836941249669	0.9449818488095718	0.27346938775510204	0.07755102040816327	0.004081632653061225	0.0	0.0	0.0	0.0	0	0.05250970646739006	0.792166690892509	0.6285714285714286	0.30612244897959184	0.12653061224489795	0.004081632653061225	0.0	0.0	0.0	35	0.004614755976945162	0.8390991011219218	0.6816326530612244	0.43673469387755104	0.15918367346938775	0.012244897959183673	0.0	0.0	0.0	50.0	0.14630399644374847	0.9517230419723837	0.4127659574468085	0.11063829787234042	0.03404255319148936	0.00851063829787234	0.00851063829787234	0.00425531914893617	0.00425531914893617	4
7tm_3	0.00033280981006100774	0.998916284980907	0.13025210084033614	0.008403361344537815	0.0	0.0	0.0	0.0	0.0	0	238.0	926.2914417840498	0.8155975747884603	4.033113465254181	6.12973213737728e-05	-0.28685303841816445	0.7785209937244435	1.6470588235294117	45.97662628129402	0.595769530507578	0.11069071323904363	0.2931616979088286	0.7479942411758981	0.1536005311909701	0.5677239397356092	0.4074650976125277	0.7479942411758981	6.0	0.00034560327185317874	0.9575042775667637	0.3865546218487395	0.1092436974789916	0.004201680672268907	0.0	0.0	0.0	0.0	0	0.01169336773455143	0.9337582011889145	0.7478991596638656	0.4117647058823529	0.13445378151260504	0.0	0.0	0.0	0.0	50	0.0009122642804868519	0.909264049667334	0.38235294117647056	0.13445378151260504	0.012605042016806723	0.0	0.0	0.0	0.0	5.0	0.043180864304304116	0.978621501622916	0.4657534246575342	0.1552511415525114	0.0365296803652968	0.0045662100456621	0.0	0.0	0.0	9
7tm_4	0.0007498689810745418	0.9933088410229856	0.8392857142857143	0.6178571428571429	0.2892857142857143	0.0	0.0	0.0	0.0	109	280.0	317.5121011655807	0.2079187874005392	0.3188848587899682	0.0017055403728611787	-0.4584644099382458	0.7996317926770574	25.510714285714286	42.447707156916955	0.601717497232481	0.10090885112563634	0.2965447914127308	0.4725508116247306	0.3912963804000871	0.4054612382532503	0.4365553969810992	0.5579254096491179	7.0	0.017165008932352066	0.926963745161717	1.0	1.0	0.9107142857142857	0.007142857142857143	0.0	0.0	0.0	279	0.07459639757871628	0.7186450585095986	0.8428571428571429	0.5428571428571428	0.29285714285714287	0.02142857142857143	0.007142857142857143	0.0	0.0	116	0.034449402242898934	0.9009016441978338	1.0	0.9892857142857143	0.8821428571428571	0.125	0.04642857142857143	0.017857142857142856	0.007142857142857143	271.0	0.2148759365081787	0.9782283603566345	1.0	1.0	1.0	0.5082644628099173	0.2066115702479339	0.04132231404958678	0.02066115702479339	242
A2M_N_2	0.0005057042581029236	0.9971937047016375	0.9712230215827338	0.5611510791366906	0.05755395683453238	0.0	0.0	0.0	0.0	7	139.0	1623.50196699783	0.5771195741195743	1.6218725088725088	0.0006176561725533857	-0.25328879753340183	0.08470652049788735	0.762589928057554	50.19074825853603	0.03799789882379811	0.5636478160328879	0.39892758364736786	0.13960755098028887	0.08006231580243442	0.27390334234351216	0.20029580101697925	0.8228017453279549	5.0	0.0006525645731016995	0.9492021213203814	0.7410071942446043	0.302158273381295	0.02877697841726619	0.0	0.0	0.0	0.0	0	0.01084607932716608	0.9030269309044467	0.6834532374100719	0.2517985611510791	0.06474820143884892	0.0	0.0	0.0	0.0	9	0.02173934131860733	0.7951626019895741	1.0	0.7697841726618705	0.28776978417266186	0.014388489208633094	0.007194244604316547	0.007194244604316547	0.007194244604316547	53.0	0.03338070586323738	0.989360446943114	0.5539568345323741	0.07913669064748201	0.014388489208633094	0.0	0.0	0.0	0.0	0
AAA_12	0.0007841517217457294	0.9962347179037924	0.9653179190751445	0.8959537572254336	0.2254335260115607	0.0	0.0	0.0	0.0	49	200.0	1718.6056596320343	0.8289713826836033	3.9011756460797202	6.252665852326839e-05	-0.09494642857142857	-0.14564918831168838	1.445	50.78437077922078	0.3543215746753247	0.2192062483766234	0.4269389063852815	0.12206031148113552	0.18542032574675416	0.3132605520684901	0.8010835742225896	0.8843697805672811	20.0	0.0009455582476221024	0.9484686570086129	0.885	0.58	0.12	0.0	0.0	0.0	0.0	27	0.01885324716567993	0.8939775804744616	0.8307692307692308	0.5487179487179488	0.2923076923076923	0.0	0.0	0.0	0.0	85	0.002846905495971441	0.841862669989611	0.46	0.215	0.045	0.0	0.0	0.0	0.0	9.0	0.18360918760299685	0.887854877315142	0.6774193548387096	0.3225806451612903	0.1774193548387097	0.10215053763440861	0.06451612903225806	0.026881720430107527	0.016129032258064516	39
AAA_17	0.0018477892735973	0.9865713986203254	1.0	0.9852941176470589	0.7205882352941176	0.0	0.0	0.0	0.0	118	136.0	481.8758032000678	0.8420896159317213	3.671216216216216	0.0003968531358522197	-0.21891339869281046	-0.41211564171122994	1.338235294117647	54.45475108225109	0.4967618432221373	0.11330561709532298	0.39132202195272053	0.20721466377212	0.2914986221386049	0.7810001008602608	0.4384453957540821	0.9092092620709848	6.0	0.000946888467296958	0.9268231719074174	0.8088235294117647	0.4117647058823529	0.11029411764705882	0.0	0.0	0.0	0.0	21	0.0019551997538656	0.9636388395600942	0.6355140186915887	0.308411214953271	0.07476635514018691	0.0	0.0	0.0	0.0	6	0.0017269307281821964	0.9128563956661959	0.8382352941176471	0.4117647058823529	0.09558823529411764	0.0	0.0	0.0	0.0	12.0	0.4311196804046631	0.8363347656890043	0.9489795918367347	0.6428571428571429	0.32653061224489793	0.12244897959183673	0.08163265306122448	0.05102040816326531	0.04081632653061224	33
AAA_18	0.0009222596418112515	0.9921062481043998	1.0	0.9769230769230769	0.5076923076923077	0.0	0.0	0.0	0.0	85	130.0	478.41928432678435	0.8660014367816091	3.822424090038314	0.00010046576144466647	-0.27470529470529464	-0.3864109501609502	1.3615384615384616	53.5186623931624	0.4835116025641025	0.13401483516483517	0.38364231823731826	0.1954520887351141	0.16561159853848875	0.8256948538892998	0.9121689991402684	0.9858116174364194	9.0	0.004438800737261772	0.8538352732758897	0.9076923076923077	0.7	0.3230769230769231	0.0	0.0	0.0	0.0	48	0.008430817164480686	0.916731874242489	0.9038461538461539	0.7019230769230769	0.34615384615384615	0.0	0.0	0.0	0.0	40	0.008085576817393303	0.7710579833278304	0.7230769230769231	0.3923076923076923	0.13076923076923078	0.007692307692307693	0.007692307692307693	0.0	0.0	19.0	0.7318168878555298	0.7973830615057697	1.0	0.9041095890410958	0.6438356164383562	0.3561643835616438	0.2876712328767123	0.1506849315068493	0.1506849315068493	53
