	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
2OG-FeII_Oxy_3	0.0013734519015997648	0.984011177945564	0.8958333333333334	0.7291666666666666	0.2708333333333333	0.0	0.0	0.0	0.0	33	96.0	498.7534462932899	0.910980154725866	4.854861419441642	1.2704122504058439e-05	-0.3934332160894661	-0.260832656926407	0.9270833333333334	45.9191571969697	0.12556328125000002	0.3819784496753247	0.4931240936147186	0.08729692850275737	0.9052537389947356	0.30028297467169224	0.5547820195237726	0.9052537389947356	9.0	0.004199498798698187	0.8952726392199792	0.9791666666666666	0.9166666666666666	0.5104166666666666	0.0	0.0	0.0	0.0	68	0.676635205745697	0.32235615504510695	0.9791666666666666	0.8541666666666666	0.6041666666666666	0.03125	0.03125	0.020833333333333332	0.020833333333333332	79	0.003599137300625444	0.8836391417432684	0.96875	0.7083333333333334	0.28125	0.0	0.0	0.0	0.0	43.0	0.5365912318229675	0.8766885255286351	0.9270833333333334	0.8541666666666666	0.65625	0.375	0.22916666666666666	0.10416666666666667	0.07291666666666667	76
7TM_GPCR_Srsx	0.000905362016055733	0.993557575641065	0.32684824902723736	0.08560311284046693	0.023346303501945526	0.0	0.0	0.0	0.0	11	257.0	390.401372013918	0.7172689340598788	3.3562691585542566	0.00044641189159456675	-0.3574875744565102	0.8145281176187295	10.124513618677042	44.28816079771236	0.6250209960510532	0.09792829616137294	0.27573156949725575	0.8395073897015064	0.2046569737811671	0.4440802453987785	0.4301161459097215	0.8557388766673972	16.0	0.00104931415989995	0.9354061683429952	0.8521400778210116	0.4785992217898833	0.12840466926070038	0.0	0.0	0.0	0.0	47	0.009841734543442726	0.9343257013910813	0.8599221789883269	0.5642023346303502	0.22568093385214008	0.0	0.0	0.0	0.0	86	0.011651907116174698	0.8832166453992306	0.9494163424124513	0.6498054474708171	0.2918287937743191	0.011673151750972763	0.0038910505836575876	0.0	0.0	114.0	0.044027410447597504	0.982418960640221	0.6381322957198443	0.14785992217898833	0.03501945525291829	0.011673151750972763	0.0	0.0	0.0	12
7tm_1	0.0005174307734705508	0.9980496582711255	0.3880597014925373	0.05970149253731343	0.014925373134328358	0.0	0.0	0.0	0.0	6	268.0	360.13060020146224	0.4362882676059289	1.5913803530620372	0.0010443833951098828	-0.45373970574225503	0.6706667710209326	39.20522388059702	45.649088943815926	0.5926028290801723	0.09676764724178095	0.3096665101242266	0.8603465549787759	0.09685599414764083	0.31100073607657386	0.9030476124405172	0.9472805294912424	16.0	0.0017578680999577045	0.9225218404542966	0.835820895522388	0.5	0.16791044776119404	0.0	0.0	0.0	0.0	45	0.04202645272016525	0.7945609334799442	0.8955223880597015	0.5559701492537313	0.26865671641791045	0.011194029850746268	0.0	0.0	0.0	90	0.04444542527198792	0.8219594486069838	0.996268656716418	0.8619402985074627	0.376865671641791	0.007462686567164179	0.0037313432835820895	0.0037313432835820895	0.0037313432835820895	144.0	0.12109106779098512	0.9892023038592391	1.0	0.9888059701492538	0.9216417910447762	0.19029850746268656	0.04477611940298507	0.0037313432835820895	0.0	264
7tm_2	0.00030896454700268805	0.999203561933984	0.044897959183673466	0.0	0.0	0.0	0.0	0.0	0.0	0	245.0	1095.489108843936	0.7753202815662121	3.4857680305030065	0.0002859267575541178	-0.29783080798102046	0.8561531973265949	3.204081632653061	43.42313636855235	0.6480319660495817	0.09120416126308166	0.2599278706977126	0.8171602981512456	0.4207821658466046	0.3256409125345525	0.3727117299841887	0.8488099239580039	17.0	0.0004499836941249669	0.9449818488095718	0.2693877551020408	0.07755102040816327	0.004081632653061225	0.0	0.0	0.0	0.0	0	0.05250970646739006	0.792166690892509	0.6244897959183674	0.2897959183673469	0.11428571428571428	0.004081632653061225	0.0	0.0	0.0	34	0.004614755976945162	0.8390991011219218	0.6693877551020408	0.4122448979591837	0.13877551020408163	0.004081632653061225	0.0	0.0	0.0	44.0	0.14630399644374847	0.9537808112112139	0.37551020408163266	0.11020408163265306	0.0326530612244898	0.00816326530612245	0.00816326530612245	0.004081632653061225	0.004081632653061225	4
7tm_3	0.00033280981006100774	0.998916284980907	0.13025210084033614	0.008403361344537815	0.0	0.0	0.0	0.0	0.0	0	238.0	926.2914417840498	0.8155975747884603	4.033113465254181	6.12973213737728e-05	-0.28685303841816445	0.7785209937244435	1.6470588235294117	45.97662628129402	0.595769530507578	0.11069071323904363	0.2931616979088286	0.7479942411758981	0.1536005311909701	0.5677239397356092	0.4074650976125277	0.7479942411758981	6.0	0.00034560327185317874	0.9575042775667637	0.37815126050420167	0.1092436974789916	0.004201680672268907	0.0	0.0	0.0	0.0	0	0.01169336773455143	0.9337582011889145	0.7394957983193278	0.39915966386554624	0.12605042016806722	0.0	0.0	0.0	0.0	44	0.0009122642804868519	0.909264049667334	0.36554621848739494	0.12605042016806722	0.012605042016806723	0.0	0.0	0.0	0.0	5.0	0.043180864304304116	0.9796592378655348	0.42016806722689076	0.15126050420168066	0.03361344537815126	0.004201680672268907	0.0	0.0	0.0	9
7tm_4	0.0007498689810745418	0.9933088410229856	0.8321428571428572	0.6142857142857143	0.2714285714285714	0.0	0.0	0.0	0.0	100	280.0	317.5121011655807	0.2079187874005392	0.3188848587899682	0.0017055403728611787	-0.4584644099382458	0.7996317926770574	25.510714285714286	42.447707156916955	0.601717497232481	0.10090885112563634	0.2965447914127308	0.4725508116247306	0.3912963804000871	0.4054612382532503	0.4365553969810992	0.5579254096491179	7.0	0.017165008932352066	0.926963745161717	1.0	1.0	0.9071428571428571	0.007142857142857143	0.0	0.0	0.0	279	0.07459639757871628	0.7186450585095986	0.8357142857142857	0.5285714285714286	0.2857142857142857	0.02142857142857143	0.007142857142857143	0.0	0.0	113	0.034449402242898934	0.9009016441978338	1.0	0.9892857142857143	0.8607142857142858	0.1	0.039285714285714285	0.014285714285714285	0.007142857142857143	269.0	0.2148759365081787	0.979470401211374	1.0	1.0	0.9964285714285714	0.49642857142857144	0.21428571428571427	0.05	0.017857142857142856	280
A2M_N_2	0.0005057042581029236	0.9971937047016375	0.9712230215827338	0.5467625899280576	0.050359712230215826	0.0	0.0	0.0	0.0	3	139.0	1623.50196699783	0.5771195741195743	1.6218725088725088	0.0006176561725533857	-0.25328879753340183	0.08470652049788735	0.762589928057554	50.19074825853603	0.03799789882379811	0.5636478160328879	0.39892758364736786	0.13960755098028887	0.08006231580243442	0.27390334234351216	0.20029580101697925	0.8228017453279549	5.0	0.0006525645731016995	0.9492021213203814	0.7410071942446043	0.28776978417266186	0.02877697841726619	0.0	0.0	0.0	0.0	0	0.01084607932716608	0.9030269309044467	0.6474820143884892	0.2446043165467626	0.06474820143884892	0.0	0.0	0.0	0.0	9	0.02173934131860733	0.7951626019895741	1.0	0.7410071942446043	0.2517985611510791	0.014388489208633094	0.007194244604316547	0.007194244604316547	0.007194244604316547	42.0	0.03338070586323738	0.989360446943114	0.5107913669064749	0.05755395683453238	0.007194244604316547	0.0	0.0	0.0	0.0	0
AAA_12	0.0007841517217457294	0.9964141485699373	0.96	0.885	0.21	0.0	0.0	0.0	0.0	60	200.0	1718.6056596320343	0.8289713826836033	3.9011756460797202	6.252665852326839e-05	-0.09494642857142857	-0.14564918831168838	1.445	50.78437077922078	0.3543215746753247	0.2192062483766234	0.4269389063852815	0.12206031148113552	0.18542032574675416	0.3132605520684901	0.8010835742225896	0.8843697805672811	20.0	0.0009455582476221024	0.9484686570086129	0.88	0.575	0.12	0.0	0.0	0.0	0.0	27	0.01885324716567993	0.8958565252814817	0.835	0.545	0.28	0.0	0.0	0.0	0.0	82	0.002846905495971441	0.841862669989611	0.46	0.2	0.04	0.0	0.0	0.0	0.0	9.0	0.18360918760299685	0.8906216909067003	0.655	0.305	0.165	0.095	0.065	0.03	0.015	40
AAA_17	0.0018477892735973	0.9865713986203254	1.0	0.9779411764705882	0.7058823529411765	0.0	0.0	0.0	0.0	117	136.0	481.8758032000678	0.8420896159317213	3.671216216216216	0.0003968531358522197	-0.21891339869281046	-0.41211564171122994	1.338235294117647	54.45475108225109	0.4967618432221373	0.11330561709532298	0.39132202195272053	0.20721466377212	0.2914986221386049	0.7810001008602608	0.4384453957540821	0.9092092620709848	6.0	0.000946888467296958	0.9268231719074174	0.8088235294117647	0.39705882352941174	0.10294117647058823	0.0	0.0	0.0	0.0	19	0.0019551997538656	0.967536737848486	0.6838235294117647	0.3014705882352941	0.07352941176470588	0.0	0.0	0.0	0.0	13	0.0017269307281821964	0.9128563956661959	0.8308823529411765	0.3382352941176471	0.08823529411764706	0.0	0.0	0.0	0.0	12.0	0.4311196804046631	0.8632300006744796	0.9485294117647058	0.6029411764705882	0.27941176470588236	0.125	0.0661764705882353	0.04411764705882353	0.029411764705882353	57
AAA_18	0.0009222596418112515	0.9921062481043998	1.0	0.9769230769230769	0.49230769230769234	0.0	0.0	0.0	0.0	82	130.0	478.41928432678435	0.8660014367816091	3.822424090038314	0.00010046576144466647	-0.27470529470529464	-0.3864109501609502	1.3615384615384616	53.5186623931624	0.4835116025641025	0.13401483516483517	0.38364231823731826	0.1954520887351141	0.16561159853848875	0.8256948538892998	0.9121689991402684	0.9858116174364194	9.0	0.004438800737261772	0.8538352732758897	0.9076923076923077	0.7	0.3153846153846154	0.0	0.0	0.0	0.0	46	0.0495157428085804	0.8024970040583272	0.9153846153846154	0.6923076923076923	0.36153846153846153	0.007692307692307693	0.0	0.0	0.0	64	0.008085576817393303	0.7710579833278304	0.7153846153846154	0.38461538461538464	0.11538461538461539	0.007692307692307693	0.007692307692307693	0.0	0.0	12.0	0.7318168878555298	0.8385731296294155	0.9846153846153847	0.8846153846153846	0.5846153846153846	0.36153846153846153	0.2692307692307692	0.13076923076923078	0.11538461538461539	101
