	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
2OG-FeII_Oxy_3	0.0009899786673486233	0.9163865391476861	0.9479166666666666	0.7604166666666666	0.34375	0.0	0.0	0.0	0.0	43	96.0	498.7534462932899	0.910980154725866	4.854861419441642	1.2704122504058439e-05	-0.3934332160894661	-0.260832656926407	0.9270833333333334	45.9191571969697	0.12556328125000002	0.3819784496753247	0.4931240936147186	0.08729692850275737	0.9052537389947356	0.30028297467169224	0.5547820195237726	0.9052537389947356	9.0	0.006157615222036839	0.7611260185466172	0.9479166666666666	0.8333333333333334	0.4895833333333333	0.0	0.0	0.0	0.0	63	0.7202296853065491	0.5152980611422214	1.0	0.9166666666666666	0.6666666666666666	0.052083333333333336	0.03125	0.03125	0.03125	78	0.005119897425174713	0.8446977500219676	0.8958333333333334	0.7291666666666666	0.3958333333333333	0.0	0.0	0.0	0.0	55.0	0.8523515462875366	0.9078793917832159	0.9583333333333334	0.8645833333333334	0.7083333333333334	0.4895833333333333	0.3645833333333333	0.20833333333333334	0.07291666666666667	81
7TM_GPCR_Srsx	0.00011417212954256685	0.9694396140179463	0.16342412451361868	0.04669260700389105	0.0	0.0	0.0	0.0	0.0	0	257.0	390.401372013918	0.7172689340598788	3.3562691585542566	0.00044641189159456675	-0.3574875744565102	0.8145281176187295	10.124513618677042	44.28816079771236	0.6250209960510532	0.09792829616137294	0.27573156949725575	0.8395073897015064	0.2046569737811671	0.4440802453987785	0.4301161459097215	0.8557388766673972	16.0	0.000745022960472852	0.8939344303123331	0.7704280155642024	0.43190661478599224	0.13618677042801555	0.0	0.0	0.0	0.0	48	0.2767481803894043	0.6567842586249006	0.914396887159533	0.5875486381322957	0.2178988326848249	0.01556420233463035	0.011673151750972763	0.007782101167315175	0.0038910505836575876	75	0.0024545991327613588	0.8686647837311254	0.7276264591439688	0.36964980544747084	0.10505836575875487	0.0	0.0	0.0	0.0	31.0	0.08083401620388031	0.9879749069203102	0.5914396887159533	0.22178988326848248	0.027237354085603113	0.0038910505836575876	0.0	0.0	0.0	5
7tm_1	8.439290104433894e-05	0.9875209938292238	0.458955223880597	0.041044776119402986	0.0	0.0	0.0	0.0	0.0	0	268.0	360.13060020146224	0.4362882676059289	1.5913803530620372	0.0010443833951098828	-0.45373970574225503	0.6706667710209326	39.20522388059702	45.649088943815926	0.5926028290801723	0.09676764724178095	0.3096665101242266	0.8603465549787759	0.09685599414764083	0.31100073607657386	0.9030476124405172	0.9472805294912424	16.0	0.00023289323144126683	0.9484329501630319	0.5186567164179104	0.15298507462686567	0.011194029850746268	0.0	0.0	0.0	0.0	0	0.13579930365085602	0.6442405275002389	0.47761194029850745	0.22014925373134328	0.11194029850746269	0.011194029850746268	0.011194029850746268	0.007462686567164179	0.0	35	0.08511923998594284	0.8107143892523007	1.0	0.996268656716418	0.835820895522388	0.011194029850746268	0.011194029850746268	0.0037313432835820895	0.0037313432835820895	255.0	0.07762709259986877	0.9967176145392661	1.0	0.996268656716418	0.7276119402985075	0.0037313432835820895	0.0	0.0	0.0	246
7tm_2	5.756556492997333e-05	0.9779622253119817	0.02857142857142857	0.004081632653061225	0.0	0.0	0.0	0.0	0.0	0	245.0	1095.489108843936	0.7753202815662121	3.4857680305030065	0.0002859267575541178	-0.29783080798102046	0.8561531973265949	3.204081632653061	43.42313636855235	0.6480319660495817	0.09120416126308166	0.2599278706977126	0.8171602981512456	0.4207821658466046	0.3256409125345525	0.3727117299841887	0.8488099239580039	17.0	0.00016482324281241742	0.9086454271254565	0.17142857142857143	0.044897959183673466	0.004081632653061225	0.0	0.0	0.0	0.0	0	0.08601664751768112	0.8027202389035397	0.6530612244897959	0.2938775510204082	0.11020408163265306	0.004081632653061225	0.004081632653061225	0.0	0.0	23	0.005205176305025816	0.8225674003310606	0.5918367346938775	0.32653061224489793	0.08979591836734693	0.0	0.0	0.0	0.0	29.0	0.41703611612319946	0.9542562808827363	0.4326530612244898	0.19183673469387755	0.036734693877551024	0.012244897959183673	0.004081632653061225	0.004081632653061225	0.004081632653061225	6
7tm_3	0.00015139448805712163	0.9412356730020368	0.20168067226890757	0.07142857142857142	0.004201680672268907	0.0	0.0	0.0	0.0	0	238.0	926.2914417840498	0.8155975747884603	4.033113465254181	6.12973213737728e-05	-0.28685303841816445	0.7785209937244435	1.6470588235294117	45.97662628129402	0.595769530507578	0.11069071323904363	0.2931616979088286	0.7479942411758981	0.1536005311909701	0.5677239397356092	0.4074650976125277	0.7479942411758981	6.0	0.0001307721686316654	0.9154288876939262	0.2647058823529412	0.06722689075630252	0.012605042016806723	0.0	0.0	0.0	0.0	5	0.05689795687794685	0.8422228141473448	0.7773109243697479	0.4579831932773109	0.10504201680672269	0.008403361344537815	0.0	0.0	0.0	25	0.00030830633477307856	0.9025865407557125	0.28991596638655465	0.09663865546218488	0.0	0.0	0.0	0.0	0.0	0.0	0.15443055331707	0.9686245487801063	0.5756302521008403	0.25630252100840334	0.058823529411764705	0.02100840336134454	0.01680672268907563	0.0	0.0	10
7tm_4	0.00026786408852785826	0.9820481509565204	0.7392857142857143	0.125	0.0035714285714285713	0.0	0.0	0.0	0.0	0	280.0	317.5121011655807	0.2079187874005392	0.3188848587899682	0.0017055403728611787	-0.4584644099382458	0.7996317926770574	25.510714285714286	42.447707156916955	0.601717497232481	0.10090885112563634	0.2965447914127308	0.4725508116247306	0.3912963804000871	0.4054612382532503	0.4365553969810992	0.5579254096491179	7.0	0.00022184492263477296	0.9483444063111145	0.6178571428571429	0.16785714285714284	0.010714285714285714	0.0	0.0	0.0	0.0	2	0.1188339740037918	0.7209501511434743	0.4642857142857143	0.2571428571428571	0.12857142857142856	0.007142857142857143	0.0035714285714285713	0.0035714285714285713	0.0	40	0.1243627518415451	0.8913555606951734	1.0	1.0	1.0	0.38571428571428573	0.23214285714285715	0.13214285714285715	0.06428571428571428	280.0	0.10954288393259047	0.9943281347935441	1.0	1.0	0.5857142857142857	0.05357142857142857	0.0	0.0	0.0	214
A2M_N_2	0.0003167477843817324	0.9684439949841408	0.9712230215827338	0.7050359712230215	0.1223021582733813	0.0	0.0	0.0	0.0	21	139.0	1623.50196699783	0.5771195741195743	1.6218725088725088	0.0006176561725533857	-0.25328879753340183	0.08470652049788735	0.762589928057554	50.19074825853603	0.03799789882379811	0.5636478160328879	0.39892758364736786	0.13960755098028887	0.08006231580243442	0.27390334234351216	0.20029580101697925	0.8228017453279549	5.0	0.00023735110880807042	0.941995124502428	0.8848920863309353	0.5107913669064749	0.11510791366906475	0.0	0.0	0.0	0.0	19	0.02145591378211975	0.8538093666177317	0.38848920863309355	0.11510791366906475	0.02877697841726619	0.0	0.0	0.0	0.0	1	0.002428019186481833	0.9006957277410866	0.8561151079136691	0.4460431654676259	0.1223021582733813	0.0	0.0	0.0	0.0	19.0	0.11507044732570648	0.9844786863399846	0.31654676258992803	0.050359712230215826	0.02158273381294964	0.007194244604316547	0.007194244604316547	0.0	0.0	4
AAA_12	0.004829137120395899	0.8608160362483097	0.985	0.895	0.465	0.0	0.0	0.0	0.0	119	200.0	1718.6056596320343	0.8289713826836033	3.9011756460797202	6.252665852326839e-05	-0.09494642857142857	-0.14564918831168838	1.445	50.78437077922078	0.3543215746753247	0.2192062483766234	0.4269389063852815	0.12206031148113552	0.18542032574675416	0.3132605520684901	0.8010835742225896	0.8843697805672811	20.0	0.00034634539042599505	0.9378696947117527	0.885	0.58	0.135	0.0	0.0	0.0	0.0	31	0.11248668283224106	0.7724370235509669	0.7	0.45	0.185	0.005	0.005	0.0	0.0	53	0.0012383513385429974	0.8318933616273521	0.355	0.19	0.04	0.0	0.0	0.0	0.0	12.0	0.4683467745780945	0.8774418290126621	0.7	0.38	0.215	0.12	0.105	0.06	0.05	63
AAA_17	0.013946237973868849	0.793160647967482	1.0	0.9558823529411765	0.6397058823529411	0.007352941176470588	0.007352941176470588	0.0	0.0	102	136.0	481.8758032000678	0.8420896159317213	3.671216216216216	0.0003968531358522197	-0.21891339869281046	-0.41211564171122994	1.338235294117647	54.45475108225109	0.4967618432221373	0.11330561709532298	0.39132202195272053	0.20721466377212	0.2914986221386049	0.7810001008602608	0.4384453957540821	0.9092092620709848	6.0	0.0005195192061364652	0.8908262604309389	0.8382352941176471	0.49264705882352944	0.18382352941176472	0.0	0.0	0.0	0.0	31	0.026720229536294937	0.8739192909903906	0.8161764705882353	0.5073529411764706	0.27205882352941174	0.0	0.0	0.0	0.0	49	0.0007584875565953553	0.9048548651124898	0.6397058823529411	0.22794117647058823	0.051470588235294115	0.0	0.0	0.0	0.0	4.0	0.4788031280040741	0.9188826977843517	0.9338235294117647	0.6764705882352942	0.27205882352941174	0.14705882352941177	0.10294117647058823	0.051470588235294115	0.014705882352941176	53
AAA_18	0.004186388570815325	0.9193073343159481	1.0	1.0	0.8692307692307693	0.0	0.0	0.0	0.0	125	130.0	478.41928432678435	0.8660014367816091	3.822424090038314	0.00010046576144466647	-0.27470529470529464	-0.3864109501609502	1.3615384615384616	53.5186623931624	0.4835116025641025	0.13401483516483517	0.38364231823731826	0.1954520887351141	0.16561159853848875	0.8256948538892998	0.9121689991402684	0.9858116174364194	9.0	0.0044498350471258155	0.7654768043267914	0.8692307692307693	0.6538461538461539	0.2846153846153846	0.0	0.0	0.0	0.0	44	0.11265785992145536	0.7827179560044644	0.8384615384615385	0.6153846153846154	0.3153846153846154	0.007692307692307693	0.007692307692307693	0.0	0.0	55	0.002606878522783518	0.7943482555182823	0.5461538461538461	0.24615384615384617	0.08461538461538462	0.0	0.0	0.0	0.0	14.0	0.8390041589736938	0.8718284729367344	0.9692307692307692	0.7769230769230769	0.4846153846153846	0.25384615384615383	0.14615384615384616	0.1	0.08461538461538462	81
