	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
2OG-FeII_Oxy_3	0.0005848617292940618	0.9719991337396985	1.0	0.8020833333333334	0.2604166666666667	0.0	0.0	0.0	0.0	35	96.0	498.7534462932899	0.910980154725866	4.854861419441642	1.2704122504058439e-05	-0.3934332160894661	-0.260832656926407	0.9270833333333334	45.9191571969697	0.12556328125000002	0.3819784496753247	0.4931240936147186	0.08729692850275737	0.9052537389947356	0.30028297467169224	0.5547820195237726	0.9052537389947356	9.0	0.004924667067825793	0.7561921397788921	0.96875	0.8125	0.4375	0.0	0.0	0.0	0.0	59	0.011376651003956795	0.7909048562639299	1.0	0.7708333333333334	0.4375	0.0	0.0	0.0	0.0	22	0.002812551334500313	0.8364885100467332	0.9125	0.5375	0.2375	0.0	0.0	0.0	0.0	31.0	0.5965467095375061	0.93018395982587	0.8055555555555556	0.7777777777777778	0.4722222222222222	0.19444444444444445	0.1111111111111111	0.1111111111111111	0.1111111111111111	15
7TM_GPCR_Srsx	0.00021715130424126985	0.979004019291757	0.1245136186770428	0.01556420233463035	0.011673151750972763	0.0	0.0	0.0	0.0	4	257.0	390.401372013918	0.7172689340598788	3.3562691585542566	0.00044641189159456675	-0.3574875744565102	0.8145281176187295	10.124513618677042	44.28816079771236	0.6250209960510532	0.09792829616137294	0.27573156949725575	0.8395073897015064	0.2046569737811671	0.4440802453987785	0.4301161459097215	0.8557388766673972	16.0	0.000437998358393088	0.9273846724801074	0.9455252918287937	0.5019455252918288	0.12840466926070038	0.0	0.0	0.0	0.0	46	0.0071918643079698094	0.8622302081585401	0.7347826086956522	0.4260869565217391	0.1956521739130435	0.0	0.0	0.0	0.0	58	0.0040629245340824145	0.8826605933102878	0.8504273504273504	0.5555555555555556	0.18376068376068377	0.0	0.0	0.0	0.0	54.0	0.14715811610221866	0.9973567020471557	0.6744186046511628	0.32558139534883723	0.1744186046511628	0.05813953488372093	0.023255813953488372	0.0	0.0	7
7tm_1	0.0012092988472431898	0.8638470830494551	0.4664179104477612	0.09701492537313433	0.05970149253731343	0.0	0.0	0.0	0.0	21	268.0	360.13060020146224	0.4362882676059289	1.5913803530620372	0.0010443833951098828	-0.45373970574225503	0.6706667710209326	39.20522388059702	45.649088943815926	0.5926028290801723	0.09676764724178095	0.3096665101242266	0.8603465549787759	0.09685599414764083	0.31100073607657386	0.9030476124405172	0.9472805294912424	16.0	0.001710150158032775	0.9127391310048778	0.996268656716418	0.7947761194029851	0.2835820895522388	0.0	0.0	0.0	0.0	103	0.048087850213050835	0.7042882698572829	0.9504132231404959	0.7066115702479339	0.3140495867768595	0.008264462809917356	0.0	0.0	0.0	94	0.003553624963387847	0.9431794100693018	1.0	0.9629629629629629	0.4708994708994709	0.0	0.0	0.0	0.0	106.0	0.17075186967849731	0.9950634835737908	1.0	0.927536231884058	0.8115942028985508	0.5507246376811594	0.2753623188405797	0.0	0.0	46
7tm_2	6.341566768242046e-05	0.9983816054770904	0.00816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0	245.0	1095.489108843936	0.7753202815662121	3.4857680305030065	0.0002859267575541178	-0.29783080798102046	0.8561531973265949	3.204081632653061	43.42313636855235	0.6480319660495817	0.09120416126308166	0.2599278706977126	0.8171602981512456	0.4207821658466046	0.3256409125345525	0.3727117299841887	0.8488099239580039	17.0	0.00025657235528342415	0.8607154170207215	0.23265306122448978	0.10204081632653061	0.02040816326530612	0.0	0.0	0.0	0.0	6	0.3136403858661652	0.30896983627103025	0.673469387755102	0.39183673469387753	0.17959183673469387	0.004081632653061225	0.004081632653061225	0.004081632653061225	0.004081632653061225	54	0.010884196497499945	0.7822037792266825	0.8530612244897959	0.5387755102040817	0.17142857142857143	0.00816326530612245	0.0	0.0	0.0	46.0	0.2628418803215027	0.9962596765092359	0.548936170212766	0.28936170212765955	0.13191489361702127	0.059574468085106386	0.03404255319148936	0.00425531914893617	0.00425531914893617	43
7tm_3	0.00010764560283860192	0.9943666300263686	0.04201680672268908	0.01680672268907563	0.0	0.0	0.0	0.0	0.0	0	238.0	926.2914417840498	0.8155975747884603	4.033113465254181	6.12973213737728e-05	-0.28685303841816445	0.7785209937244435	1.6470588235294117	45.97662628129402	0.595769530507578	0.11069071323904363	0.2931616979088286	0.7479942411758981	0.1536005311909701	0.5677239397356092	0.4074650976125277	0.7479942411758981	6.0	0.00016013484855648133	0.8871518611235503	0.24789915966386555	0.1092436974789916	0.008403361344537815	0.0	0.0	0.0	0.0	3	0.04248375073075295	0.7341763635951417	0.8781512605042017	0.6008403361344538	0.18487394957983194	0.004201680672268907	0.0	0.0	0.0	59	0.0016949041746556759	0.8539819878397102	0.42857142857142855	0.16806722689075632	0.029411764705882353	0.0	0.0	0.0	0.0	6.0	0.15059785544872284	0.9977285709696129	0.7442922374429224	0.4429223744292237	0.2100456621004566	0.0502283105022831	0.0182648401826484	0.0	0.0	57
7tm_4	0.00033330259611830115	0.9788130929062471	0.9178571428571428	0.375	0.10357142857142858	0.0	0.0	0.0	0.0	34	280.0	317.5121011655807	0.2079187874005392	0.3188848587899682	0.0017055403728611787	-0.4584644099382458	0.7996317926770574	25.510714285714286	42.447707156916955	0.601717497232481	0.10090885112563634	0.2965447914127308	0.4725508116247306	0.3912963804000871	0.4054612382532503	0.4365553969810992	0.5579254096491179	7.0	0.07208184897899628	0.8885925472499616	1.0	1.0	1.0	0.017857142857142856	0.0035714285714285713	0.0035714285714285713	0.0	280	0.1519356369972229	0.6991206170076288	0.9571428571428572	0.8464285714285714	0.6392857142857142	0.010714285714285714	0.007142857142857143	0.007142857142857143	0.0	203	0.012751525267958641	0.9269910307106981	1.0	0.9857142857142858	0.5928571428571429	0.0035714285714285713	0.0	0.0	0.0	224.0	0.18741999566555026	0.9984247077808905	1.0	1.0	0.9669421487603306	0.7107438016528925	0.15702479338842976	0.004132231404958678	0.0	241
A2M_N_2	0.00019948571571148932	0.9869855635733342	0.762589928057554	0.18705035971223022	0.014388489208633094	0.0	0.0	0.0	0.0	0	139.0	1623.50196699783	0.5771195741195743	1.6218725088725088	0.0006176561725533857	-0.25328879753340183	0.08470652049788735	0.762589928057554	50.19074825853603	0.03799789882379811	0.5636478160328879	0.39892758364736786	0.13960755098028887	0.08006231580243442	0.27390334234351216	0.20029580101697925	0.8228017453279549	5.0	0.0002818504872266203	0.9336928349753582	0.8920863309352518	0.4460431654676259	0.05755395683453238	0.0	0.0	0.0	0.0	7	0.011331113055348395	0.7934613237632913	0.5683453237410072	0.17266187050359713	0.05755395683453238	0.0	0.0	0.0	0.0	9	0.003678141860291362	0.8835357463951782	0.9496402877697842	0.6690647482014388	0.31654676258992803	0.0	0.0	0.0	0.0	57.0	0.184783935546875	0.9984377396138332	0.9064748201438849	0.5467625899280576	0.1223021582733813	0.014388489208633094	0.007194244604316547	0.007194244604316547	0.0	20
AAA_12	0.0003641688672360033	0.9706426609380954	0.6878612716763006	0.3063583815028902	0.057803468208092484	0.0	0.0	0.0	0.0	7	200.0	1718.6056596320343	0.8289713826836033	3.9011756460797202	6.252665852326839e-05	-0.09494642857142857	-0.14564918831168838	1.445	50.78437077922078	0.3543215746753247	0.2192062483766234	0.4269389063852815	0.12206031148113552	0.18542032574675416	0.3132605520684901	0.8010835742225896	0.8843697805672811	20.0	0.0002196610148530453	0.9192661423582319	0.68	0.305	0.05	0.0	0.0	0.0	0.0	14	0.021233854815363884	0.8408453802312755	0.8923076923076924	0.6051282051282051	0.3282051282051282	0.0	0.0	0.0	0.0	87	0.0074382200837135315	0.7763605655009388	0.58	0.3	0.125	0.0	0.0	0.0	0.0	33.0	0.4227166771888733	0.9778108786405724	0.6827956989247311	0.4731182795698925	0.27956989247311825	0.1827956989247312	0.11827956989247312	0.08064516129032258	0.06989247311827956	67
AAA_17	0.001204964006319642	0.9330276775070806	1.0	0.8455882352941176	0.3382352941176471	0.0	0.0	0.0	0.0	74	136.0	481.8758032000678	0.8420896159317213	3.671216216216216	0.0003968531358522197	-0.21891339869281046	-0.41211564171122994	1.338235294117647	54.45475108225109	0.4967618432221373	0.11330561709532298	0.39132202195272053	0.20721466377212	0.2914986221386049	0.7810001008602608	0.4384453957540821	0.9092092620709848	6.0	0.00023862518719397485	0.8820078420449284	0.2867647058823529	0.08088235294117647	0.007352941176470588	0.0	0.0	0.0	0.0	0	0.0013106843689456582	0.933340051753398	0.7289719626168224	0.2897196261682243	0.07476635514018691	0.0	0.0	0.0	0.0	0	0.0010637261439114813	0.9182284379058154	0.8088235294117647	0.4264705882352941	0.0661764705882353	0.0	0.0	0.0	0.0	9.0	0.3885320723056793	0.9832053493885148	0.9285714285714286	0.6632653061224489	0.24489795918367346	0.11224489795918367	0.09183673469387756	0.05102040816326531	0.04081632653061224	26
AAA_18	0.0010191643377766009	0.936297886222715	0.8923076923076924	0.5307692307692308	0.19230769230769232	0.0	0.0	0.0	0.0	29	130.0	478.41928432678435	0.8660014367816091	3.822424090038314	0.00010046576144466647	-0.27470529470529464	-0.3864109501609502	1.3615384615384616	53.5186623931624	0.4835116025641025	0.13401483516483517	0.38364231823731826	0.1954520887351141	0.16561159853848875	0.8256948538892998	0.9121689991402684	0.9858116174364194	9.0	0.0020396430045366287	0.76676231138838	0.8	0.3769230769230769	0.14615384615384616	0.0	0.0	0.0	0.0	20	0.010566604323685173	0.8505348823917653	0.9326923076923077	0.7211538461538461	0.3942307692307692	0.0	0.0	0.0	0.0	49	0.003925492521375418	0.7876584709266193	0.7384615384615385	0.4230769230769231	0.12307692307692308	0.0	0.0	0.0	0.0	12.0	0.579903781414032	0.9532178855758761	0.9178082191780822	0.7808219178082192	0.4246575342465753	0.3013698630136986	0.2465753424657534	0.1780821917808219	0.1232876712328767	33
